max_ma,min_ma,genus,lng,lat,lithology1,environment,THY0orTHE1
83.5,70.6,Anodontosaurus,-110.385658,51.438782,sandstone,channel,0
83.5,70.6,Anodontosaurus,-112.818901,51.542702,not reported,terrestrial,0
83.5,66.0,Anodontosaurus,-111.6035,50.830612,not reported,terrestrial,0
70.6,66.0,Anodontosaurus,-112.983597,50.698799,not reported,terrestrial,0
70.6,66.0,Anodontosaurus,-112.911301,51.688202,not reported,terrestrial,0
83.5,70.6,Euoplocephalus,-111.604233,50.823826,not reported,terrestrial,0
83.6,72.1,Platypelta,-111.620003,50.599998,not reported,terrestrial,0
83.5,70.6,Dromaeosaurus,-111.620003,50.599998,not reported,terrestrial,1
83.5,70.6,Platypelta,-110.642097,49.221901,claystone,terrestrial,0
83.5,70.6,Platypelta,-111.494736,50.737041,not reported,terrestrial,0
83.5,70.6,Platypelta,-111.60598,50.813114,not reported,terrestrial,0
83.5,70.6,Richardoestesia,-108.083336,36.5,not reported,terrestrial,1
83.5,70.6,Paronychodon,-108.540001,36.290001,not reported,terrestrial,1
83.5,70.6,Richardoestesia,-108.540001,36.290001,not reported,terrestrial,1
83.5,70.6,Richardoestesia,-107.78083,36.120834,not reported,terrestrial,1
83.5,70.6,Paronychodon,-108.540001,36.290001,not reported,terrestrial,1
83.5,70.6,Lythronax,-111.646667,37.191113,sandstone,terrestrial,1
83.5,70.6,Teratophoneus,-111.735558,37.493057,not reported,terrestrial,1
83.6,72.1,Ornithomimipus,-108.25531,39.247589,not reported,terrestrial,1
83.6,72.1,Ornithomimipus,-108.251236,39.206963,sandstone,terrestrial,1
83.6,72.1,Grallator,-108.251236,39.206963,sandstone,terrestrial,1
161.2,152.1,Stegopodus,-109.447945,38.56802,sandstone,terrestrial,0
83.5,70.6,Richardoestesia,-108.199997,36.299999,not reported,terrestrial,1
83.5,70.6,Paronychodon,-108.199997,36.299999,not reported,terrestrial,1
83.5,70.6,Ahshislepelta,-107.925201,36.1507,not reported,terrestrial,0
100.5,66.0,Hesperornis,-101.183334,38.916668,not reported,marine,1
100.5,66.0,Hesperornis,-101.183334,38.916668,not reported,marine,1
201.3,199.3,Eubrontes,-113.466904,37.1493,sandstone,terrestrial,1
201.3,199.3,Megapnosaurus,-113.53566,37.101727,not reported,lacustrine,1
208.5,199.3,Eubrontes,-112.537674,37.122406,sandstone,terrestrial,1
208.5,199.3,Grallator,-112.537674,37.122406,sandstone,terrestrial,1
208.5,199.3,Anchisauripus,-112.537674,37.122406,sandstone,terrestrial,1
70.6,66.0,Tyrannosaurus,-106.255913,47.732971,sandstone,coarse channel fill,1
70.6,66.0,Tyrannosaurus,-114.106903,49.607498,sandstone,terrestrial,1
70.6,66.0,Tyrannosaurus,-101.96788,45.053665,sandstone,coarse channel fill,1
70.6,66.0,Caenagnathus,-101.96788,45.053665,sandstone,coarse channel fill,1
28.1,23.03,Pelagornis,-80.040558,32.898331,not reported,coastal,1
89.3,70.6,Ichthyornis,-102.715553,28.27,limestone,carbonate,1
157.3,145.0,Stegosaurus,-105.908501,42.152802,not reported,lacustrine,0
70.6,66.0,Ornithomimus,-112.589996,51.400002,not reported,terrestrial,1
83.5,66.0,Edmontonia,-110.485802,49.3601,not reported,marine,0
83.5,70.6,Avimimus,-112.981499,52.081001,not reported,terrestrial,1
83.5,70.6,Daspletosaurus,-111.787903,50.844299,not reported,terrestrial,1
83.5,70.6,Dromaeosaurus,-111.374168,49.482777,not reported,terrestrial,1
83.5,70.6,Caenagnathus,-111.488022,50.741657,not reported,terrestrial,1
83.5,70.6,Caenagnathus,-111.630714,50.800125,sandstone,channel,1
152.1,145.0,Ceratosaurus,-110.687622,39.32399,mudstone,pond,1
152.1,145.0,Stegosaurus,-110.687622,39.32399,mudstone,pond,0
83.5,70.6,Richardoestesia,-112.199997,49.283054,mudstone,terrestrial,1
83.5,70.6,Troodon,-112.199997,49.283054,mudstone,terrestrial,1
83.5,70.6,Paronychodon,-112.199997,49.283054,mudstone,terrestrial,1
157.3,145.0,Fosterovenator,-106.1073,41.8825,claystone,wet floodplain,1
157.3,145.0,Torvosaurus,-106.1073,41.8825,claystone,wet floodplain,1
152.1,145.0,Allosaurus,-108.747002,37.337002,conglomerate,fluvial,1
83.5,70.6,Caenagnathus,-111.49131,50.755131,not reported,terrestrial,1
109.0,105.3,Limiavipes,-119.283333,54.033333,sandstone,fluvial-deltaic,1
83.5,70.6,Gorgosaurus,-110.916664,45.983334,mudstone,terrestrial,1
70.6,61.7,Telmatornis,-75.166664,39.783333,sandstone,shallow subtidal,1
83.5,66.0,Dryptosaurus,-74.300003,40.299999,not reported,terrestrial,1
83.5,70.6,Dryptosaurus,-74.384605,40.282635,not reported,marginal marine,1
72.1,66.0,Teihivenator,-74.172363,40.287609,marl,marginal marine,1
105.3,93.5,Magnoavipes,-105.223053,39.7575,sandstone,levee,1
83.5,70.6,Ziapelta,-108.209099,36.343899,not reported,terrestrial,0
2.588,0.0117,Podiceps,-103.463364,20.296875,conglomerate,lacustrine,1
2.588,0.0117,Aechmophorus,-103.463364,20.296875,conglomerate,lacustrine,1
2.588,0.0117,Podilymbus,-103.463364,20.296875,conglomerate,lacustrine,1
2.588,0.0117,Phalacrocorax,-103.463364,20.296875,conglomerate,lacustrine,1
2.588,0.0117,Phalacrocorax,-103.463364,20.296875,conglomerate,lacustrine,1
2.588,0.0117,Anhinga,-103.463364,20.296875,conglomerate,lacustrine,1
2.588,0.0117,Tigrisoma,-103.463364,20.296875,conglomerate,lacustrine,1
2.588,0.0117,Aythya,-103.463364,20.296875,conglomerate,lacustrine,1
2.588,0.0117,Aythya,-103.463364,20.296875,conglomerate,lacustrine,1
2.588,0.0117,Aythya,-103.463364,20.296875,conglomerate,lacustrine,1
2.588,0.0117,Oxyura,-103.463364,20.296875,conglomerate,lacustrine,1
2.588,0.0117,Calidris,-103.463364,20.296875,conglomerate,lacustrine,1
2.588,0.0117,Sturnella,-103.463364,20.296875,conglomerate,lacustrine,1
208.5,201.3,Grallator,-111.607628,36.86356,sandstone,terrestrial,1
70.6,66.0,Dakotaraptor,-103.20755,45.233196,sandstone,fluvial,1
89.3,70.6,Fumicollis,-100.822723,38.867931,chalk,offshore,1
201.3,190.8,Eubrontes,-72.598763,42.214832,shale,terrestrial,1
48.6,37.2,Eoceornis,-110.231667,41.041389,not reported,terrestrial,1
50.3,46.2,Falco,-110.5,41.200001,not reported,terrestrial,1
33.9,23.03,Colymbus (Dytes),-119.019142,44.831543,not reported,terrestrial,1
33.9,23.03,Larus,-119.019142,44.831543,not reported,terrestrial,1
33.9,23.03,Limicolavis,-119.019142,44.831543,not reported,terrestrial,1
33.9,23.03,Phalacrocorax,-119.019142,44.831543,not reported,terrestrial,1
33.9,23.03,Phalacrocorax,-103.645355,40.908028,not reported,terrestrial,1
2.588,0.0117,Meleagris,-121.919441,37.53278,conglomerate,terrestrial,1
2.588,0.0117,Tympanuchus,-74.514046,40.106224,not reported,marine,1
5.333,2.588,Larus,-81.973419,27.713701,not reported,marine,1
5.333,3.6,Pelecanus,-81.800003,27.9,sandstone,marginal marine,1
0.126,0.0117,Puffinus,-120.419167,34.047779,sandstone,coastal,1
0.126,0.0117,Phalacrocorax,-120.419167,34.047779,sandstone,coastal,1
0.126,0.0117,Synthliboramphus,-120.419167,34.047779,sandstone,coastal,1
0.126,0.0117,Fratercula,-120.419167,34.047779,sandstone,coastal,1
0.126,0.0117,Tyto,-120.419167,34.047779,sandstone,coastal,1
0.126,0.0117,Synthliboramphus,-120.416946,34.049442,sandstone,coastal,1
0.126,0.0117,Gavia,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Aechmophorus,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Podiceps,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Fulmarus,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Ardenna,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Puffinus,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Ardenna,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Oceanodroma,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Anser,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Branta,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Anser,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Melanitta,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Haliaeetus,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Buteo,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Caracara,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Limosa,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Arenaria,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Phalaropus,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Larus,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Chroicocephalus,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Tyto,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Asio,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Melospiza,-120.37944,34.050835,not reported,eolian,1
0.126,0.0117,Ardenna,-120.375275,34.058887,not reported,eolian,1
0.126,0.0117,Hydrobates,-120.375275,34.058887,not reported,eolian,1
0.126,0.0117,Gymnogyps,-120.375275,34.058887,not reported,eolian,1
0.126,0.0117,Anser,-120.375275,34.058887,not reported,eolian,1
0.126,0.0117,Melanitta,-120.375275,34.058887,not reported,eolian,1
0.126,0.0117,Mergus,-120.375275,34.058887,not reported,eolian,1
0.126,0.0117,Tringa,-120.375275,34.058887,not reported,eolian,1
0.126,0.0117,Calidris,-120.375275,34.058887,not reported,eolian,1
0.126,0.0117,Phalaropus,-120.375275,34.058887,not reported,eolian,1
0.126,0.0117,Larus,-120.375275,34.058887,not reported,eolian,1
0.126,0.0117,Fratercula,-120.375275,34.058887,not reported,eolian,1
0.126,0.0117,Eremophila,-120.375275,34.058887,not reported,eolian,1
0.126,0.0117,Zonotrichia,-120.375275,34.058887,not reported,eolian,1
0.126,0.0117,Ardenna,-120.367775,34.066666,not reported,eolian,1
0.126,0.0117,Ardenna,-120.367775,34.066666,not reported,eolian,1
2.588,0.0117,Fulmarus,-120.361389,34.057499,sandstone,terrestrial,1
2.588,0.0117,Chendytes,-120.361389,34.057499,sandstone,terrestrial,1
0.126,0.0117,Podiceps,-120.345276,34.043888,not reported,eolian,1
0.126,0.0117,Fulmarus,-120.345276,34.043888,not reported,eolian,1
0.126,0.0117,Phalacrocorax,-120.345276,34.043888,not reported,eolian,1
0.126,0.0117,Branta,-120.345276,34.043888,not reported,eolian,1
0.126,0.0117,Pluvialis,-120.345276,34.043888,not reported,eolian,1
0.126,0.0117,Calidris,-120.345276,34.043888,not reported,eolian,1
0.126,0.0117,Uria,-120.345276,34.043888,not reported,eolian,1
0.126,0.0117,Fratercula,-120.345276,34.043888,not reported,eolian,1
0.126,0.0117,Sturnella,-120.345276,34.043888,not reported,eolian,1
0.126,0.0117,Podiceps,-120.337502,34.046112,not reported,eolian,1
0.126,0.0117,Oceanodroma,-120.337502,34.046112,not reported,eolian,1
0.126,0.0117,Melanitta,-120.337502,34.046112,not reported,eolian,1
0.126,0.0117,Melanitta,-120.337502,34.046112,not reported,eolian,1
0.126,0.0117,Numenius,-120.337502,34.046112,not reported,eolian,1
0.126,0.0117,Gavia,-120.331947,34.0425,sandstone,coastal,1
0.126,0.0117,Gymnogyps,-120.331947,34.0425,sandstone,coastal,1
0.126,0.0117,Anser,-120.331947,34.0425,sandstone,coastal,1
0.126,0.0117,Branta,-120.331947,34.0425,sandstone,coastal,1
0.126,0.0117,Haliaeetus,-120.331947,34.0425,sandstone,coastal,1
0.126,0.0117,Buteo,-120.331947,34.0425,sandstone,coastal,1
0.126,0.0117,Caracara,-120.331947,34.0425,sandstone,coastal,1
0.126,0.0117,Synthliboramphus,-120.331947,34.0425,sandstone,coastal,1
0.126,0.0117,Ptychoramphus,-120.331947,34.0425,sandstone,coastal,1
0.126,0.0117,Fratercula,-120.331947,34.0425,sandstone,coastal,1
0.126,0.0117,Asio,-120.331947,34.0425,sandstone,coastal,1
0.126,0.0117,Corvus,-120.331947,34.0425,sandstone,coastal,1
2.588,0.0117,Fratercula,-120.334167,34.040279,sandstone,terrestrial,1
2.588,0.0117,Fulmarus,-120.360832,34.048611,sandstone,terrestrial,1
2.588,0.0117,Puffinus,-120.360832,34.048611,sandstone,terrestrial,1
2.588,0.0117,Chendytes,-120.360832,34.048611,sandstone,terrestrial,1
2.588,0.0117,Haliaeetus,-120.360832,34.048611,sandstone,terrestrial,1
2.588,0.0117,Uria,-120.360832,34.048611,sandstone,terrestrial,1
2.588,0.0117,Synthliboramphus,-120.360832,34.048611,sandstone,terrestrial,1
2.588,0.0117,Ptychoramphus,-120.360832,34.048611,sandstone,terrestrial,1
2.588,0.0117,Fratercula,-120.360832,34.048611,sandstone,terrestrial,1
0.126,0.0117,Gavia,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Aechmophorus,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Podiceps,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Phoebastria,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Fulmarus,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Ardenna,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Puffinus,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Ardenna,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Morus,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Phalacrocorax,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Phalacrocorax,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Anser,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Branta,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Anser,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Melanitta,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Melanitta,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Chendytes,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Haliaeetus,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Buteo,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Caracara,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Falco,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Pluvialis,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Charadrius,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Numenius,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Phalaropus,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Larus,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Larus,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Chroicocephalus,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Larus,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Rissa,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Uria,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Synthliboramphus,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Synthliboramphus,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Ptychoramphus,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Fratercula,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Tyto,-120.397224,34.047779,sandstone,terrestrial,1
0.126,0.0117,Athene,-120.397224,34.047779,sandstone,terrestrial,1
0.3,0.012,Gymnogyps,-120.417404,34.052925,not reported,terrestrial,1
0.3,0.012,Chendytes,-120.417404,34.052925,not reported,terrestrial,1
0.3,0.012,Haliaeetus,-120.417404,34.052925,not reported,terrestrial,1
0.3,0.012,Ptychoramphus,-120.417404,34.052925,not reported,terrestrial,1
0.3,0.012,Fratercula,-120.417404,34.052925,not reported,terrestrial,1
0.3,0.012,Tyto,-120.417404,34.052925,not reported,terrestrial,1
2.588,0.0117,Aechmophorus,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Phoebastria,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Fulmarus,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Ardenna,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Puffinus,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Phalacrocorax,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Phalacrocorax,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Melanitta,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Chendytes,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Haliaeetus,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Arenaria,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Synthliboramphus,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Ptychoramphus,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Fratercula,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Tyto,-120.419441,34.049721,sandstone,terrestrial,1
2.588,0.0117,Gavia,-120.416946,34.050278,sandstone,terrestrial,1
2.588,0.0117,Phoebastria,-120.416946,34.050278,sandstone,terrestrial,1
2.588,0.0117,Morus,-120.416946,34.050278,sandstone,terrestrial,1
2.588,0.0117,Phalacrocorax,-120.416946,34.050278,sandstone,terrestrial,1
2.588,0.0117,Ptychoramphus,-120.416946,34.050278,sandstone,terrestrial,1
2.588,0.0117,Fratercula,-120.416946,34.050278,sandstone,terrestrial,1
2.588,0.0117,Ardenna,-120.394165,34.038334,sandstone,terrestrial,1
2.588,0.0117,Branta,-120.394165,34.038334,sandstone,terrestrial,1
2.588,0.0117,Uria,-120.394165,34.038334,sandstone,terrestrial,1
2.588,0.0117,Synthliboramphus,-120.394165,34.038334,sandstone,terrestrial,1
2.588,0.0117,Ptychoramphus,-120.394165,34.038334,sandstone,terrestrial,1
2.588,0.0117,Fratercula,-120.394165,34.038334,sandstone,terrestrial,1
2.588,0.0117,Fulmarus,-120.319725,34.038055,sandstone,terrestrial,1
2.588,0.0117,Ardenna,-120.319725,34.038055,sandstone,terrestrial,1
2.588,0.0117,Phalacrocorax,-120.319725,34.038055,sandstone,terrestrial,1
2.588,0.0117,Melanitta,-120.319725,34.038055,sandstone,terrestrial,1
2.588,0.0117,Chendytes,-120.319725,34.038055,sandstone,terrestrial,1
2.588,0.0117,Uria,-120.319725,34.038055,sandstone,terrestrial,1
0.126,0.0117,Aechmophorus,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Podilymbus,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Podiceps,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Pelecanus,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Spatula,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Aythya,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Bucephala,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Oxyura,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Callipepla,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Rallus,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Fulica,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Phalaropus,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Geococcyx,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Aphelocoma,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Vireo,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Toxostoma,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Piranga,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Melospiza,-117.305,33.215,sandstone,pond,1
0.126,0.0117,Agelaius,-117.305,33.215,sandstone,pond,1
4.9,1.8,Podilymbus,-82.657227,27.810175,not reported,marine,1
4.9,1.8,Eudocimus,-82.657227,27.810175,not reported,marine,1
4.9,1.8,Spatula,-82.657227,27.810175,not reported,marine,1
4.9,1.8,Anas,-82.657227,27.810175,not reported,marine,1
4.9,1.8,Spatula,-82.657227,27.810175,not reported,marine,1
10.3,1.8,Phalacrocorax,-101.079163,19.738909,sandstone,marine,1
3.6,2.588,Phalacrocorax,-114.945724,42.78957,not reported,lacustrine,1
3.6,2.588,Phalacrocorax,-114.945724,42.78957,not reported,lacustrine,1
3.6,2.588,Pardirallus,-114.945724,42.78957,not reported,lacustrine,1
3.6,2.588,Cygnus,-114.950012,42.809975,not reported,lacustrine,1
3.6,2.588,Anas,-114.950012,42.809975,not reported,lacustrine,1
3.6,2.588,Bucephala,-114.950012,42.809975,not reported,lacustrine,1
3.6,2.588,Colymbus,-114.945724,42.78957,not reported,lacustrine,1
3.6,2.588,Pelecanus (Cyrtopelicanus),-114.945724,42.78957,not reported,lacustrine,1
3.6,2.588,Phalacrocorax,-114.945724,42.78957,not reported,lacustrine,1
3.6,2.588,Phalacrocorax,-114.945724,42.78957,not reported,lacustrine,1
3.6,2.588,Cygnus,-114.945724,42.78957,not reported,lacustrine,1
3.6,2.588,Anser,-114.945724,42.78957,not reported,lacustrine,1
3.6,2.588,Querquedula,-114.945724,42.78957,not reported,lacustrine,1
3.6,2.588,Gallinula,-114.945724,42.78957,not reported,lacustrine,1
0.0117,0.0,Chelychelynechen,-159.432495,21.876389,not reported,interdune,1
0.0117,0.0,Grallistrix,-159.432495,21.876389,not reported,interdune,1
0.126,0.0117,Pterodroma,-158.100006,21.299999,limestone,"reef, buildup or bioherm",1
0.126,0.0117,Thambetochen,-158.100006,21.299999,limestone,"reef, buildup or bioherm",1
0.126,0.0117,Porzana,-158.100006,21.299999,limestone,"reef, buildup or bioherm",1
0.126,0.0117,Grallistrix,-158.100006,21.299999,limestone,"reef, buildup or bioherm",1
0.126,0.0117,Circus,-157.15889,21.199167,not reported,interdune,1
0.126,0.0117,Grallistrix,-157.15889,21.199167,not reported,interdune,1
0.0117,0.0,Porzana,-157.250549,21.227501,not reported,interdune,1
0.0117,0.0,Apteribis,-156.332504,20.637501,not reported,cave,1
0.0117,0.0,Ptaiochen,-156.332504,20.637501,not reported,cave,1
0.0117,0.0,Branta,-156.332504,20.637501,not reported,cave,1
0.0117,0.0,Porzana,-156.332504,20.637501,not reported,cave,1
0.0117,0.0,Porzana,-156.332504,20.637501,not reported,cave,1
0.0117,0.0,Grallistrix,-156.352509,20.660574,not reported,cave,1
2.588,0.0117,Uria,-68.777817,44.801182,claystone,marine,1
113.0,100.5,Deinonychus,-108.729599,45.487,sandstone,terrestrial,1
157.3,145.0,Allosaurus,-103.676201,37.5322,not reported,terrestrial,1
28.1,23.03,Stemec,-123.73333,48.383331,sandstone,marine,1
237.0,208.5,Coelophysis,-101.138519,33.606396,claystone,terrestrial,1
237.0,208.5,Caseosaurus,-101.138519,33.606396,claystone,terrestrial,1
83.5,70.6,Stenonychosaurus,-111.350998,50.786098,not reported,terrestrial,1
83.5,70.6,Stenonychosaurus,-111.500397,50.727901,not reported,terrestrial,1
83.5,70.6,Stenonychosaurus,-111.546402,50.742401,not reported,terrestrial,1
83.5,70.6,Stenonychosaurus,-111.477402,50.742401,not reported,terrestrial,1
83.5,70.6,Stenonychosaurus,-111.569397,50.822399,not reported,terrestrial,1
83.5,70.6,Stenonychosaurus,-111.510002,50.778,not reported,terrestrial,1
83.5,70.6,Stenonychosaurus,-111.510002,50.778,not reported,terrestrial,1
70.6,66.0,Apatoraptor,-112.806282,51.490768,not reported,terrestrial,1
83.6,72.1,Tototlmimus,-110.357841,31.263472,shale,terrestrial,1
85.8,70.6,Iaceornis,-101.273613,38.913891,shale,offshore,1
201.3,199.3,Grallator,-74.256363,41.018871,sandstone,lacustrine,1
157.3,152.1,Hispanosauropus,-109.763458,38.830009,sandstone,fluvial,1
125.0,113.0,Gypsichnites,-77.403755,38.251472,sandstone,crevasse splay,0
83.5,70.6,Troodon,-111.56308,50.724758,not reported,terrestrial,1
190.8,174.1,Grallator,-111.201294,37.033134,sandstone,interdune,1
190.8,174.1,Eubrontes,-110.605835,37.599998,sandstone,terrestrial,1
199.3,182.7,Eubrontes,-110.964409,37.079536,not reported,terrestrial,1
83.6,72.1,Daspletosaurus,-112.582832,47.634678,sandstone,channel,1
3.6,2.588,Morus,-122.404999,37.310001,sandstone,coastal,1
55.8,50.3,Gastornis,-81.901123,78.673523,not reported,terrestrial,1
55.8,50.3,Presbyornis,-81.901123,78.673523,not reported,terrestrial,1
157.3,152.1,Hesperosaurus,-107.816666,44.650002,sandstone,fine channel fill,0
55.8,50.3,Limnofregata,-108.533058,41.640278,lignite,terrestrial,1
155.7,145.0,Saurophaganax,-102.824997,36.897499,claystone,wet floodplain,1
55.8,50.3,Gallinuloides,-110.734001,41.7784,limestone,lacustrine,1
201.3,199.3,Eubrontes,-72.623383,42.240917,sandstone,lacustrine,1
201.3,199.3,Anchisauripus,-72.623383,42.240917,sandstone,lacustrine,1
201.3,199.3,Anchisauripus,-72.623383,42.240917,sandstone,lacustrine,1
201.3,199.3,Grallator,-72.623383,42.240917,sandstone,lacustrine,1
72.1,66.0,Tyrannosaurus,-107.083,47.536201,claystone,terrestrial,1
70.6,66.0,Anodontosaurus,-112.887802,51.644501,not reported,terrestrial,0
28.1,23.03,Diomedavus,-123.801132,46.284679,not reported,marine,1
157.3,145.0,Stegosaurus,-104.169296,34.9911,sandstone,fluvial,0
157.3,145.0,Allosaurus,-107.401108,33.773609,not reported,terrestrial,1
83.5,70.6,Daspletosaurus,-111.509819,50.739689,not reported,terrestrial,1
157.3,152.1,Gypsichnites,-102.98333,36.883331,sandstone,terrestrial,0
157.3,152.1,Grallator,-102.98333,36.883331,sandstone,terrestrial,1
190.8,174.1,Anchisauripus,-110.546669,38.020557,sandstone,terrestrial,1
0.126,0.0117,Gavia,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Podiceps,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Aechmophorus,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Pelecanus,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Pelecanus,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Ciconia,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Phoenicopterus,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Phoenicopterus,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Cygnus,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Branta,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Anas,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Anas,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Aythya,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Mergus,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Oxyura,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Haliaeetus,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Aquila,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Fulica,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Grus,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Actitis,-117.0,34.799999,not reported,terrestrial,1
0.126,0.0117,Larus,-117.0,34.799999,not reported,terrestrial,1
